Ticket.Number,Issue.Date,Location,Violation.Code,Violation.Description,Fine.Level.1,Ticket.Status,Speed.Camera.ID,geocode_lat,geocode_lon,full_address
8000000538,11/6/2024 8:45,9 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8816902,-87.6409171,"9 S CLINTON ST Chicago, IL"
8000000540,11/6/2024 8:45,9 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8816902,-87.6409171,"9 S CLINTON ST Chicago, IL"
8000000539,11/6/2024 8:45,115 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8800367,-87.6409645,"115 S CLINTON ST Chicago, IL"
8000000541,11/6/2024 8:46,142 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8800088,-87.6411435,"142 S CLINTON ST Chicago, IL"
8000000542,11/6/2024 8:49,444 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.878602,-87.63896,"444 W JACKSON BLVD Chicago, IL"
8000000546,11/6/2024 8:51,1145 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8681752,-87.625371,"1145 S WABASH AVE Chicago, IL"
8000000548,11/6/2024 8:51,911 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8701411,-87.6254278,"911 S WABASH AVE Chicago, IL"
8000000545,11/6/2024 8:51,141 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.878023,-87.632401,"141 W JACKSON BLVD Chicago, IL"
8000000547,11/6/2024 8:54,27 W JACKSON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8780379,-87.6288879,"27 W JACKSON BLVD Chicago, IL"
8000000549,11/6/2024 8:59,63 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8793684,-87.6254869,"63 E ADAMS ST Chicago, IL"
8000000551,11/6/2024 9:01,60 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.879619,-87.6299215,"60 W ADAMS ST Chicago, IL"
8000000550,11/6/2024 9:01,118 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8795937,-87.6313253,"118 W ADAMS ST Chicago, IL"
8000000556,11/6/2024 9:02,151 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8789387,-87.633021,"151 W ADAMS ST Chicago, IL"
8000000552,11/6/2024 9:03,300 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8798044,-87.6355246,"300 W ADAMS ST Chicago, IL"
8000000554,11/6/2024 9:05,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
8000000555,11/6/2024 9:05,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
8000000557,11/6/2024 9:07,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000000559,11/6/2024 9:15,1431 W LAKE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8851947,-87.6637503,"1431 W LAKE ST Chicago, IL"
8000000560,11/6/2024 9:20,18 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8966924,-87.6274776,"18 E CHICAGO AVE Chicago, IL"
8000000561,11/6/2024 9:20,43 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8964796,-87.6265335,"43 E CHICAGO AVE Chicago, IL"
8000000569,11/6/2024 9:22,58 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.896961,-87.626008,"58 E CHICAGO AVE Chicago, IL"
8000000562,11/6/2024 9:22,58 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.896961,-87.626008,"58 E CHICAGO AVE Chicago, IL"
8000000563,11/6/2024 9:22,30 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8968797,-87.6270544,"30 E CHICAGO AVE Chicago, IL"
8000000570,11/6/2024 9:22,30 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8968797,-87.6270544,"30 E CHICAGO AVE Chicago, IL"
8000000571,11/6/2024 9:22,30 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8968797,-87.6270544,"30 E CHICAGO AVE Chicago, IL"
8000000566,11/6/2024 9:22,20 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8968561,-87.6273611,"20 E CHICAGO AVE Chicago, IL"
8000000572,11/6/2024 9:23,1 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.896458,-87.6319612,"1 W CHICAGO AVE Chicago, IL"
8000000567,11/6/2024 9:23,6 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.896899,-87.6284883,"6 W CHICAGO AVE Chicago, IL"
8000000564,11/6/2024 9:23,1023 W LAKE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8853401,-87.6531997,"1023 W LAKE ST Chicago, IL"
8000000565,11/6/2024 9:23,1021 W LAKE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8853603,-87.6531291,"1021 W LAKE ST Chicago, IL"
8000000573,11/6/2024 9:25,310 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8964273,-87.6231601,"310 W CHICAGO AVE Chicago, IL"
8000000574,11/6/2024 9:26,434 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8968194,-87.6403149,"434 W CHICAGO AVE Chicago, IL"
8000000577,11/6/2024 9:26,460 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8968122,-87.6411895,"460 W CHICAGO AVE Chicago, IL"
8000000575,11/6/2024 9:27,470 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8967553,-87.6413109,"470 W CHICAGO AVE Chicago, IL"
8000000578,11/6/2024 9:29,460 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8968122,-87.6411895,"460 W CHICAGO AVE Chicago, IL"
8000000580,11/6/2024 9:29,415 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8962193,-87.6392085,"415 W CHICAGO AVE Chicago, IL"
8000000581,11/6/2024 9:38,1725 W HARRISON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8734608,-87.6704264,"1725 W HARRISON ST Chicago, IL"
8000000582,11/6/2024 9:38,1725 W HARRISON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8734608,-87.6704264,"1725 W HARRISON ST Chicago, IL"
8000000583,11/6/2024 9:41,600 S LOOMIS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8740316,-87.6620121,"600 S LOOMIS ST Chicago, IL"
8000000584,11/6/2024 9:44,131 S DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8798336,-87.629167,"131 S DEARBORN ST Chicago, IL"
8000000585,11/6/2024 9:46,40 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8828274,-87.6296723,"40 N DEARBORN ST Chicago, IL"
8000000586,11/6/2024 9:48,915 S LOOMIS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8698854,-87.6614096,"915 S LOOMIS ST Chicago, IL"
8000000587,11/6/2024 9:55,69 W WASHINGTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8829469,-87.6299741,"69 W WASHINGTON ST Chicago, IL"
8000000588,11/6/2024 9:59,1439 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8691138,-87.6632364,"1439 W TAYLOR ST Chicago, IL"
8000000589,11/6/2024 10:00,18 E ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8796433,-87.6269037,"18 E ADAMS ST Chicago, IL"
8000000590,11/6/2024 10:02,1025 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8692502,-87.6519964,"1025 W TAYLOR ST Chicago, IL"
8000000595,11/6/2024 10:03,151 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8789387,-87.633021,"151 W ADAMS ST Chicago, IL"
8000000591,11/6/2024 10:03,158 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.87962,-87.632856,"158 W ADAMS ST Chicago, IL"
8000000592,11/6/2024 10:03,222 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8795771,-87.6347181,"222 W ADAMS ST Chicago, IL"
8000000593,11/6/2024 10:04,300 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8798044,-87.6355246,"300 W ADAMS ST Chicago, IL"
8000000594,11/6/2024 10:04,300 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8798044,-87.6355246,"300 W ADAMS ST Chicago, IL"
8000000597,11/6/2024 10:04,300 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8798044,-87.6355246,"300 W ADAMS ST Chicago, IL"
8000000596,11/6/2024 10:06,367 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8790657,-87.637166,"367 W ADAMS ST Chicago, IL"
8000000598,11/6/2024 10:06,367 W ADAMS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8790657,-87.637166,"367 W ADAMS ST Chicago, IL"
8000000599,11/6/2024 10:10,1200 W ROOSEVELT RD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8672153,-87.6571772,"1200 W ROOSEVELT RD Chicago, IL"
8000000600,11/6/2024 10:13,1501 W ROOSEVELT RD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8666415,-87.6642192,"1501 W ROOSEVELT RD Chicago, IL"
8000000601,11/6/2024 10:22,611 W ROOSEVELT RD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8668849,-87.6427352,"611 W ROOSEVELT RD Chicago, IL"
8000000608,11/6/2024 10:24,62 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8968665,-87.6258303,"62 E CHICAGO AVE Chicago, IL"
8000000607,11/6/2024 10:24,916 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8700442,-87.626132,"916 S WABASH AVE Chicago, IL"
8000000609,11/6/2024 10:24,48 E CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.896865,-87.6263297,"48 E CHICAGO AVE Chicago, IL"
8000000602,11/6/2024 10:24,1145 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8681752,-87.625371,"1145 S WABASH AVE Chicago, IL"
8000000603,11/6/2024 10:25,1101 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.869087,-87.625645,"1101 S WABASH AVE Chicago, IL"
8000000604,11/6/2024 10:25,1009 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.86981,-87.625495,"1009 S WABASH AVE Chicago, IL"
8000000605,11/6/2024 10:26,825 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.871201,-87.625704,"825 S WABASH AVE Chicago, IL"
8000000606,11/6/2024 10:27,701 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8728858,-87.6254064,"701 S WABASH AVE Chicago, IL"
8000000610,11/6/2024 10:29,212 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8967408,-87.6348165,"212 W CHICAGO AVE Chicago, IL"
8000000611,11/6/2024 10:29,212 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8967408,-87.6348165,"212 W CHICAGO AVE Chicago, IL"
8000000612,11/6/2024 10:29,212 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8967408,-87.6348165,"212 W CHICAGO AVE Chicago, IL"
8000000613,11/6/2024 10:29,218 W CHICAGO AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8968664,-87.6349927,"218 W CHICAGO AVE Chicago, IL"
8000000614,11/6/2024 10:34,826 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.871215,-87.6263963,"826 S WABASH AVE Chicago, IL"
8000000615,11/6/2024 10:34,826 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.871215,-87.6263963,"826 S WABASH AVE Chicago, IL"
8000000616,11/6/2024 10:38,1051 W HARRISON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.874322,-87.6519273,"1051 W HARRISON ST Chicago, IL"
8000000625,11/6/2024 10:44,555 W ROOSEVELT RD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8668973,-87.6413865,"555 W ROOSEVELT RD Chicago, IL"
8000000617,11/6/2024 10:44,97 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883615,-87.6294326,"97 N DEARBORN ST Chicago, IL"
8000000618,11/6/2024 10:44,104 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8837753,-87.6295885,"104 N DEARBORN ST Chicago, IL"
8000000619,11/6/2024 10:44,106 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8837859,-87.6295884,"106 N DEARBORN ST Chicago, IL"
8000000620,11/6/2024 10:44,110 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8838071,-87.6295882,"110 N DEARBORN ST Chicago, IL"
8000000622,11/6/2024 10:45,112 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8838178,-87.6295881,"112 N DEARBORN ST Chicago, IL"
8000000623,11/6/2024 10:45,114 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8838284,-87.629588,"114 N DEARBORN ST Chicago, IL"
8000000621,11/6/2024 10:45,716 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8953485,-87.6344564,"716 N WELLS ST Chicago, IL"
8000000624,11/6/2024 11:00,115 W KINZIE ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8889317,-87.6318038,"115 W KINZIE ST Chicago, IL"
8000000630,11/6/2024 11:16,110 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8838071,-87.6295882,"110 N DEARBORN ST Chicago, IL"
8000000627,11/6/2024 11:16,116 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.883839,-87.6295879,"116 N DEARBORN ST Chicago, IL"
8000000628,11/6/2024 11:18,200 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8860876,-87.6300102,"200 N DEARBORN ST Chicago, IL"
8000000629,11/6/2024 11:22,1417 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8690677,-87.6623138,"1417 W TAYLOR ST Chicago, IL"
8000000626,11/6/2024 11:22,1436 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.869585,-87.663134,"1436 W TAYLOR ST Chicago, IL"
8000000631,11/6/2024 11:25,1429 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8691672,-87.6626618,"1429 W TAYLOR ST Chicago, IL"
8000000632,11/6/2024 11:25,1421 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8690359,-87.6626606,"1421 W TAYLOR ST Chicago, IL"
8000000633,11/6/2024 11:25,1421 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8690359,-87.6626606,"1421 W TAYLOR ST Chicago, IL"
8000000635,11/6/2024 11:31,1410 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8695205,-87.6620769,"1410 W TAYLOR ST Chicago, IL"
8000000636,11/6/2024 11:31,1424 W TAYLOR ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8695242,-87.6627091,"1424 W TAYLOR ST Chicago, IL"
8000000638,11/6/2024 11:35,1550 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9106067,-87.6349368,"1550 N WELLS ST Chicago, IL"
8000000640,11/6/2024 11:37,1504 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9093614,-87.6349512,"1504 N WELLS ST Chicago, IL"
8000000642,11/6/2024 11:38,1100 S WABASH AVE,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8689827,-87.6260598,"1100 S WABASH AVE Chicago, IL"
8000000641,11/6/2024 11:40,1312 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9061374,-87.6351316,"1312 N WELLS ST Chicago, IL"
8000000643,11/6/2024 11:40,1260 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.905644,-87.6347989,"1260 N WELLS ST Chicago, IL"
8000000644,11/6/2024 11:45,814 N WELLS ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8971795,-87.6345512,"814 N WELLS ST Chicago, IL"
8000000645,11/6/2024 11:55,1421 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8825899,-87.6633016,"1421 W WASHINGTON BLVD Chicago, IL"
8000000647,11/6/2024 11:55,1349 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8825686,-87.6616118,"1349 W WASHINGTON BLVD Chicago, IL"
8000000648,11/6/2024 11:55,1347 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.882514,-87.661479,"1347 W WASHINGTON BLVD Chicago, IL"
8000000649,11/6/2024 12:08,13 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8824397,-87.6288867,"13 N DEARBORN ST Chicago, IL"
8000000650,11/6/2024 12:08,13 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8824397,-87.6288867,"13 N DEARBORN ST Chicago, IL"
8000000651,11/6/2024 12:08,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000000652,11/6/2024 12:09,101 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883615,-87.6294326,"101 N DEARBORN ST Chicago, IL"
8000000653,11/6/2024 12:09,101 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.883615,-87.6294326,"101 N DEARBORN ST Chicago, IL"
8000000656,11/6/2024 12:09,110 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.8838071,-87.6295882,"110 N DEARBORN ST Chicago, IL"
8000000657,11/6/2024 12:19,1016 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9011858,-87.6300696,"1016 N DEARBORN ST Chicago, IL"
8000000658,11/6/2024 12:21,1245 N DEARBORN PKWY,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.905303,-87.629778,"1245 N DEARBORN PKWY Chicago, IL"
8000000659,11/6/2024 12:22,1335 N DEARBORN PKWY,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.906811,-87.629829,"1335 N DEARBORN PKWY Chicago, IL"
8000000660,11/6/2024 12:23,1400 N DEARBORN PKWY,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3904,41.9080526,-87.6304204,"1400 N DEARBORN PKWY Chicago, IL"
8000000663,11/6/2024 13:12,1017 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.882593,-87.652766,"1017 W WASHINGTON BLVD Chicago, IL"
8000000664,11/6/2024 13:14,913 W WASHINGTON BLVD,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8829376,-87.6502167,"913 W WASHINGTON BLVD Chicago, IL"
8000000665,11/6/2024 13:22,111 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8843334,-87.6292993,"111 N DEARBORN ST Chicago, IL"
8000000666,11/6/2024 13:22,111 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8843334,-87.6292993,"111 N DEARBORN ST Chicago, IL"
8000000667,11/6/2024 13:22,121 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8839054,-87.6292329,"121 N DEARBORN ST Chicago, IL"
8000000668,11/6/2024 13:22,121 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8839054,-87.6292329,"121 N DEARBORN ST Chicago, IL"
8000000669,11/6/2024 13:23,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8846425,-87.6296888,"150 N DEARBORN ST Chicago, IL"
8000000671,11/6/2024 13:23,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3601,41.8846425,-87.6296888,"150 N DEARBORN ST Chicago, IL"
8000000672,11/6/2024 13:30,1 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8822516,-87.6292462,"1 N DEARBORN ST Chicago, IL"
8000000674,11/6/2024 13:30,33 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8828847,-87.6289326,"33 N DEARBORN ST Chicago, IL"
8000000675,11/6/2024 13:31,116 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.883839,-87.6295879,"116 N DEARBORN ST Chicago, IL"
8000000676,11/6/2024 13:31,118 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8838497,-87.6295878,"118 N DEARBORN ST Chicago, IL"
8000000677,11/6/2024 13:31,126 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8839135,-87.630108,"126 N DEARBORN ST Chicago, IL"
8000000678,11/6/2024 13:34,150 N DEARBORN ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3603,41.8846425,-87.6296888,"150 N DEARBORN ST Chicago, IL"
8000000679,11/6/2024 13:37,2 N CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8818787,-87.6411956,"2 N CLINTON ST Chicago, IL"
8000000685,11/6/2024 13:37,115 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8800367,-87.6409645,"115 S CLINTON ST Chicago, IL"
8000000680,11/6/2024 13:37,115 S CLINTON ST,09108040*,30 DAY INSTALLATION WARNING - SMRT ST,0,,FI3602,41.8800367,-87.6409645,"115 S CLINTON ST Chicago, IL"
